Country Name,Country Code,Series Name,Series Code,1980 [YR1980],2000 [YR2000],2010 [YR2010],2022 [YR2022]
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.5081169532396,0.675642589410501,5.19190584075331,..
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,8.32432449473859,6.49999908585235,7.99999999999999
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,4.52078463488321,6.33652342747494,4.55802733858587
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.17354100571934,4.45524704335014,7.51339053261624,2.5947334334048
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,9.32942855959875,-17.4911943120102
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.5769561096501,-0.783479606389903,6.09925916267453,5.81053995598886
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,0.875990063008445,0.803490182523831,..
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.390810137283,6.90135959072803,3.32322471027371,2.48095173553391
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.41873959497985,4.7099729138049,2.97113275066512,2.52176144892499
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.44735042580156,6.93323970455904,8.42710432276191,5.56586003977017
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.46906413252854,9.19999998805483,..
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,-0.499484665318278
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,-0.970489205783323,-2.22222222222223,0.677334627842029
